Severity,CWE,Tool_A_Alert,Tool_B_Alert,Tool_A_Rule,Tool_B_Rule,Line,TruePositive
N/A,N/A,0,1,8,22,102,0
N/A,N/A,0,1,8,22,69,0
N/A,N/A,0,1,8,22,82,0
N/A,N/A,0,1,8,22,147,0
N/A,N/A,0,1,8,22,173,0
N/A,N/A,0,1,8,33,54,1
N/A,N/A,0,1,8,9,115,0
N/A,N/A,0,1,8,4,26,1
N/A,N/A,0,1,8,14,37,0
N/A,N/A,0,1,8,22,41,0
N/A,N/A,0,1,8,22,137,0
N/A,N/A,0,1,8,22,57,0
N/A,N/A,0,1,8,22,65,0
N/A,N/A,0,1,8,9,116,0
N/A,N/A,0,1,8,16,46,0
N/A,N/A,0,1,8,22,82,0
N/A,N/A,0,1,8,22,102,0
N/A,N/A,0,1,8,27,105,0
N/A,N/A,0,1,8,24,52,0
N/A,N/A,0,1,8,22,89,0
N/A,N/A,0,1,8,25,47,1
N/A,N/A,0,1,8,22,59,0
N/A,N/A,0,1,8,22,30,0
N/A,N/A,0,1,8,27,62,0
N/A,N/A,0,1,8,16,98,0
N/A,N/A,0,1,8,16,53,0
N/A,N/A,0,1,8,26,29,1
N/A,N/A,0,1,8,38,63,0
N/A,N/A,0,1,8,38,41,0
N/A,N/A,0,1,8,1,117,1
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,1,115,1
N/A,N/A,0,1,8,22,39,0
N/A,N/A,0,1,8,38,81,0
N/A,N/A,0,1,8,1,31,1
N/A,N/A,0,1,8,12,51,1
N/A,N/A,0,1,8,27,44,0
N/A,N/A,0,1,8,1,41,1
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,22,96,0
N/A,N/A,0,1,8,22,123,0
N/A,N/A,0,1,8,27,99,0
N/A,N/A,0,1,8,22,58,0
N/A,N/A,0,1,8,22,51,0
N/A,N/A,0,1,8,1,29,1
N/A,N/A,0,1,8,22,49,0
N/A,N/A,0,1,8,24,50,0
N/A,N/A,0,1,8,25,35,1
N/A,N/A,0,1,8,1,41,1
N/A,N/A,0,1,8,11,37,1
N/A,N/A,0,1,8,2,36,1
N/A,N/A,0,1,8,1,43,1
N/A,N/A,0,1,8,38,44,0
N/A,N/A,0,1,8,38,78,0
N/A,N/A,0,1,8,27,62,0
N/A,N/A,0,1,8,38,103,0
N/A,N/A,0,1,8,4,32,1
N/A,N/A,0,1,8,22,92,0
N/A,N/A,0,1,8,22,43,0
N/A,N/A,0,1,8,22,67,0
N/A,N/A,0,1,8,1,52,1
N/A,N/A,0,1,8,27,70,0
N/A,N/A,0,1,8,4,37,1
N/A,N/A,0,1,8,2,38,0
N/A,N/A,0,1,8,22,39,0
N/A,N/A,0,1,8,14,33,0
N/A,N/A,0,1,8,24,55,0
N/A,N/A,0,1,8,4,52,1
N/A,N/A,0,1,8,2,56,0
N/A,N/A,0,1,8,22,22,0
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,9,28,1
N/A,N/A,0,1,8,1,29,1
N/A,N/A,0,1,8,1,29,1
N/A,N/A,0,1,8,27,48,0
N/A,N/A,0,1,8,27,70,0
N/A,N/A,0,1,8,20,33,1
N/A,N/A,0,1,8,27,37,0
N/A,N/A,0,1,8,22,44,0
N/A,N/A,0,1,8,22,49,0
N/A,N/A,0,1,8,22,83,0
N/A,N/A,0,1,8,22,150,0
N/A,N/A,0,1,8,22,132,0
N/A,N/A,0,1,8,22,164,0
N/A,N/A,0,1,8,22,117,0
N/A,N/A,0,1,8,22,69,0
N/A,N/A,0,1,8,27,86,0
N/A,N/A,0,1,8,22,37,0
N/A,N/A,0,1,8,27,135,0
N/A,N/A,0,1,8,27,89,0
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,27,64,0
N/A,N/A,0,1,8,14,29,0
N/A,N/A,0,1,8,24,135,0
N/A,N/A,0,1,8,38,77,0
N/A,N/A,0,1,8,22,155,0
N/A,N/A,0,1,8,4,128,1
N/A,N/A,0,1,8,2,131,0
N/A,N/A,0,1,8,38,79,0
N/A,N/A,0,1,8,2,132,0
N/A,N/A,0,1,8,38,70,0
N/A,N/A,0,1,8,38,42,0
N/A,N/A,0,1,8,1,40,1
N/A,N/A,0,1,8,16,62,0
N/A,N/A,0,1,8,16,40,0
N/A,N/A,0,1,8,1,39,0
N/A,N/A,0,1,8,1,37,1
N/A,N/A,0,1,8,38,63,0
N/A,N/A,0,1,8,38,84,0
N/A,N/A,0,1,8,22,42,0
N/A,N/A,0,1,8,27,85,0
N/A,N/A,0,1,8,38,79,0
N/A,N/A,0,1,8,15,113,0
N/A,N/A,0,1,8,1,37,1
N/A,N/A,0,1,8,12,28,1
N/A,N/A,0,1,8,22,59,0
N/A,N/A,0,1,8,22,126,0
N/A,N/A,0,1,8,27,105,0
N/A,N/A,0,1,8,22,112,0
N/A,N/A,0,1,8,22,83,0
N/A,N/A,0,1,8,22,35,0
N/A,N/A,0,1,8,27,68,0
N/A,N/A,0,1,8,22,65,0
N/A,N/A,0,1,8,22,102,0
N/A,N/A,0,1,8,38,79,0
N/A,N/A,0,1,8,24,70,0
N/A,N/A,0,1,8,4,41,1
N/A,N/A,0,1,8,22,37,0
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,1,37,1
N/A,N/A,0,1,8,27,147,0
N/A,N/A,0,1,8,22,191,0
N/A,N/A,0,1,8,22,160,0
N/A,N/A,0,1,8,22,144,0
N/A,N/A,0,1,8,22,106,0
N/A,N/A,0,1,8,22,63,0
N/A,N/A,0,1,8,22,28,0
N/A,N/A,0,1,8,22,74,0
N/A,N/A,0,1,8,14,37,0
N/A,N/A,0,1,8,38,78,0
N/A,N/A,0,1,8,22,121,0
N/A,N/A,0,1,8,32,31,0
N/A,N/A,0,1,8,8,30,1
N/A,N/A,0,1,8,12,28,1
N/A,N/A,0,1,8,22,134,0
N/A,N/A,0,1,8,38,87,0
N/A,N/A,0,1,8,22,115,0
N/A,N/A,0,1,8,22,92,0
N/A,N/A,0,1,8,22,67,0
N/A,N/A,0,1,8,22,42,0
N/A,N/A,0,1,8,38,62,0
N/A,N/A,0,1,8,38,37,0
N/A,N/A,0,1,8,22,105,0
N/A,N/A,0,1,8,22,60,0
N/A,N/A,0,1,8,27,108,0
N/A,N/A,0,1,8,27,70,0
N/A,N/A,0,1,8,24,55,1
N/A,N/A,0,1,8,2,56,0
N/A,N/A,0,1,8,24,52,0
N/A,N/A,0,1,8,22,42,0
N/A,N/A,0,1,8,2,32,1
N/A,N/A,0,1,8,38,53,0
N/A,N/A,0,1,8,38,34,0
N/A,N/A,0,1,8,1,49,1
N/A,N/A,0,1,8,30,33,1
N/A,N/A,0,1,8,2,34,0
N/A,N/A,0,1,8,3,47,1
N/A,N/A,0,1,8,4,34,0
N/A,N/A,0,1,8,4,31,1
N/A,N/A,0,1,8,2,35,0
N/A,N/A,0,1,8,24,60,0
N/A,N/A,0,1,8,22,131,0
N/A,N/A,0,1,8,22,59,0
N/A,N/A,0,1,8,22,89,0
N/A,N/A,0,1,8,22,112,0
N/A,N/A,0,1,8,22,65,0
N/A,N/A,0,1,8,27,68,0
N/A,N/A,0,1,8,22,102,0
N/A,N/A,0,1,8,27,105,0
N/A,N/A,0,1,8,22,35,0
N/A,N/A,0,1,8,27,104,0
N/A,N/A,0,1,8,9,136,0
N/A,N/A,0,1,8,9,115,0
N/A,N/A,0,1,8,16,45,0
N/A,N/A,0,1,8,22,89,0
N/A,N/A,0,1,8,22,56,0
N/A,N/A,0,1,8,22,101,0
N/A,N/A,0,1,8,22,64,0
N/A,N/A,0,1,8,9,40,0
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,9,32,0
N/A,N/A,0,1,8,14,44,0
N/A,N/A,0,1,8,25,29,1
N/A,N/A,0,1,8,6,118,1
N/A,N/A,0,1,8,27,120,0
N/A,N/A,0,1,8,38,78,0
N/A,N/A,0,1,8,22,121,0
N/A,N/A,0,1,8,22,59,0
N/A,N/A,0,1,8,22,94,0
N/A,N/A,0,1,8,27,97,0
N/A,N/A,0,1,8,5,154,1
N/A,N/A,0,1,8,14,42,0
N/A,N/A,0,1,8,1,28,1
N/A,N/A,0,1,8,38,78,0
N/A,N/A,0,1,8,22,49,0
N/A,N/A,0,1,8,4,38,1
N/A,N/A,0,1,8,14,31,0
N/A,N/A,0,1,8,4,33,1
N/A,N/A,0,1,8,22,31,0
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,22,27,0
N/A,N/A,0,1,8,16,50,0
N/A,N/A,0,1,8,12,46,1
N/A,N/A,0,1,8,14,25,0
N/A,N/A,0,1,8,14,46,0
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,1,46,1
N/A,N/A,0,1,8,4,131,1
N/A,N/A,0,1,8,27,151,0
N/A,N/A,0,1,8,24,51,0
N/A,N/A,0,1,8,22,35,0
N/A,N/A,0,1,8,22,49,0
N/A,N/A,0,1,8,22,41,0
N/A,N/A,0,1,8,16,55,0
N/A,N/A,0,1,8,38,35,0
N/A,N/A,0,1,8,27,50,0
N/A,N/A,0,1,8,14,39,1
N/A,N/A,0,1,8,22,31,0
N/A,N/A,0,1,8,25,29,1
N/A,N/A,0,1,8,16,46,0
N/A,N/A,0,1,8,27,36,0
N/A,N/A,0,1,8,22,105,0
N/A,N/A,0,1,8,22,74,0
N/A,N/A,0,1,8,22,42,0
N/A,N/A,0,1,8,27,77,0
N/A,N/A,0,1,8,1,40,1
N/A,N/A,0,1,8,4,46,1
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,14,42,0
N/A,N/A,0,1,8,2,47,0
N/A,N/A,0,1,8,3,52,1
N/A,N/A,0,1,8,14,59,0
N/A,N/A,0,1,8,22,39,0
N/A,N/A,0,1,8,22,50,0
N/A,N/A,0,1,8,2,40,1
N/A,N/A,0,1,8,38,42,0
N/A,N/A,0,1,8,22,30,1
N/A,N/A,0,1,8,27,32,0
N/A,N/A,0,1,8,16,43,0
N/A,N/A,0,1,8,30,39,1
N/A,N/A,0,1,8,2,40,0
N/A,N/A,0,1,8,27,153,0
N/A,N/A,0,1,8,24,105,0
N/A,N/A,0,1,8,22,52,0
N/A,N/A,0,1,8,27,126,0
N/A,N/A,0,1,8,9,108,0
N/A,N/A,0,1,8,27,78,0
N/A,N/A,0,1,8,22,62,0
N/A,N/A,0,1,8,22,31,0
N/A,N/A,0,1,8,22,95,0
N/A,N/A,0,1,8,22,75,0
N/A,N/A,0,1,8,22,140,0
N/A,N/A,0,1,8,33,47,1
N/A,N/A,0,1,8,22,123,0
N/A,N/A,0,1,8,22,166,0
N/A,N/A,0,1,8,16,42,0
N/A,N/A,0,1,8,38,37,0
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,38,35,0
N/A,N/A,0,1,8,38,68,0
N/A,N/A,0,1,8,1,33,1
N/A,N/A,0,1,8,22,48,0
N/A,N/A,0,1,8,22,56,0
N/A,N/A,0,1,8,16,45,0
N/A,N/A,0,1,8,14,43,0
N/A,N/A,0,1,8,20,32,1
N/A,N/A,0,1,8,22,15,1
N/A,N/A,0,1,8,22,54,0
N/A,N/A,0,1,8,16,51,0
N/A,N/A,0,1,8,2,43,1
N/A,N/A,0,1,8,5,135,1
N/A,N/A,0,1,8,22,159,0
N/A,N/A,0,1,8,11,34,1
N/A,N/A,0,1,8,20,27,1
N/A,N/A,0,1,8,4,40,1
N/A,N/A,0,1,8,14,34,0
N/A,N/A,0,1,8,1,40,1
N/A,N/A,0,1,8,27,148,0
N/A,N/A,0,1,8,22,35,0
N/A,N/A,0,1,8,30,129,0
N/A,N/A,0,1,8,30,126,1
N/A,N/A,0,1,8,38,75,0
N/A,N/A,0,1,8,2,130,0
N/A,N/A,0,1,8,38,80,0
N/A,N/A,0,1,8,1,39,1
N/A,N/A,0,1,8,22,30,0
N/A,N/A,0,1,8,25,35,1
N/A,N/A,0,1,8,26,60,0
N/A,N/A,0,1,8,26,38,0
N/A,N/A,0,1,8,15,55,0
N/A,N/A,0,1,8,15,33,0
N/A,N/A,0,1,8,22,42,0
N/A,N/A,0,1,8,22,58,0
N/A,N/A,0,1,8,30,37,1
N/A,N/A,0,1,8,2,38,0
N/A,N/A,0,1,8,1,44,1
N/A,N/A,0,1,8,22,35,0
N/A,N/A,0,1,8,4,36,1
N/A,N/A,0,1,8,14,42,0
N/A,N/A,0,1,8,14,39,0
N/A,N/A,0,1,8,1,45,1
N/A,N/A,0,1,8,1,46,0
N/A,N/A,0,1,8,27,35,0
N/A,N/A,0,1,8,38,41,0
N/A,N/A,0,1,8,22,45,0
N/A,N/A,0,1,8,11,126,1
N/A,N/A,0,1,8,4,27,1
N/A,N/A,0,1,8,4,30,1
N/A,N/A,0,1,8,4,65,0
N/A,N/A,0,1,8,22,22,0
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,9,28,1
N/A,N/A,0,1,8,14,30,0
N/A,N/A,0,1,8,24,52,0
N/A,N/A,0,1,8,22,42,0
N/A,N/A,0,1,8,4,62,0
N/A,N/A,0,1,8,4,39,0
N/A,N/A,0,1,8,2,63,0
N/A,N/A,0,1,8,2,40,0
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,1,51,1
N/A,N/A,0,1,8,22,42,0
N/A,N/A,0,1,8,4,35,1
N/A,N/A,0,1,8,4,66,0
N/A,N/A,0,1,8,4,92,0
N/A,N/A,0,1,8,14,31,0
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,4,35,1
N/A,N/A,0,1,8,22,35,0
N/A,N/A,0,1,8,22,28,1
N/A,N/A,0,1,8,27,30,0
N/A,N/A,0,1,8,22,48,0
N/A,N/A,0,1,8,38,38,0
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,22,46,0
N/A,N/A,0,1,8,25,35,1
N/A,N/A,0,1,8,22,28,0
N/A,N/A,0,1,8,12,54,1
N/A,N/A,0,1,8,27,68,0
N/A,N/A,0,1,8,27,47,0
N/A,N/A,0,1,8,27,115,0
N/A,N/A,0,1,8,3,64,1
N/A,N/A,0,1,8,16,44,0
N/A,N/A,0,1,8,27,103,0
N/A,N/A,0,1,8,22,64,0
N/A,N/A,0,1,8,22,110,0
N/A,N/A,0,1,8,22,100,0
N/A,N/A,0,1,8,22,59,0
N/A,N/A,0,1,8,22,41,0
N/A,N/A,0,1,8,27,67,0
N/A,N/A,0,1,8,22,124,0
N/A,N/A,0,1,8,22,82,0
N/A,N/A,0,1,8,22,28,0
N/A,N/A,0,1,8,14,30,0
N/A,N/A,0,1,8,38,66,0
N/A,N/A,0,1,8,38,43,0
N/A,N/A,0,1,8,38,193,0
N/A,N/A,0,1,8,38,86,0
N/A,N/A,0,1,8,19,39,1
N/A,N/A,0,1,8,22,35,0
N/A,N/A,0,1,8,7,44,0
N/A,N/A,0,1,8,14,37,0
N/A,N/A,0,1,8,27,64,0
N/A,N/A,0,1,8,22,29,0
N/A,N/A,0,1,8,22,61,0
N/A,N/A,0,1,8,38,31,0
N/A,N/A,0,1,8,27,102,0
N/A,N/A,0,1,8,22,128,0
N/A,N/A,0,1,8,22,99,0
N/A,N/A,0,1,8,38,56,0
N/A,N/A,0,1,8,38,81,0
N/A,N/A,0,1,8,22,79,0
N/A,N/A,0,1,8,22,109,0
N/A,N/A,0,1,8,22,54,0
N/A,N/A,0,1,8,22,31,0
N/A,N/A,0,1,8,4,40,1
N/A,N/A,0,1,8,14,36,0
N/A,N/A,0,1,8,22,31,0
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,16,39,0
N/A,N/A,0,1,8,25,33,1
N/A,N/A,0,1,8,27,64,0
N/A,N/A,0,1,8,9,86,0
N/A,N/A,0,1,8,27,103,0
N/A,N/A,0,1,8,16,43,0
N/A,N/A,0,1,8,1,40,1
N/A,N/A,0,1,8,38,36,0
N/A,N/A,0,1,8,20,32,1
N/A,N/A,0,1,8,20,36,1
N/A,N/A,0,1,8,26,26,1
N/A,N/A,0,1,8,22,37,0
N/A,N/A,0,1,8,27,39,0
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,12,32,1
N/A,N/A,0,1,8,14,32,0
N/A,N/A,0,1,8,22,27,0
N/A,N/A,0,1,8,38,29,0
N/A,N/A,0,1,8,30,35,1
N/A,N/A,0,1,8,27,38,0
N/A,N/A,0,1,8,22,36,0
N/A,N/A,0,1,8,22,31,0
N/A,N/A,0,1,8,14,31,0
N/A,N/A,0,1,8,14,57,0
N/A,N/A,0,1,8,25,44,1
N/A,N/A,0,1,8,27,49,0
N/A,N/A,0,1,8,22,43,0
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,1,45,1
N/A,N/A,0,1,8,22,31,0
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,1,48,1
N/A,N/A,0,1,8,22,35,0
N/A,N/A,0,1,8,38,71,0
N/A,N/A,0,1,8,38,45,0
N/A,N/A,0,1,8,14,33,0
N/A,N/A,0,1,8,30,33,1
N/A,N/A,0,1,8,2,34,0
N/A,N/A,0,1,8,1,29,1
N/A,N/A,0,1,8,12,43,1
N/A,N/A,0,1,8,26,26,0
N/A,N/A,0,1,8,1,38,1
N/A,N/A,0,1,8,15,38,0
N/A,N/A,0,1,8,22,35,0
N/A,N/A,0,1,8,22,66,0
N/A,N/A,0,1,8,22,89,0
N/A,N/A,0,1,8,22,71,0
N/A,N/A,0,1,8,22,43,0
N/A,N/A,0,1,8,27,110,0
N/A,N/A,0,1,8,22,107,0
N/A,N/A,0,1,8,22,118,0
N/A,N/A,0,1,8,27,74,0
N/A,N/A,0,1,8,22,138,0
N/A,N/A,0,1,8,20,58,0
N/A,N/A,0,1,8,20,37,1
N/A,N/A,0,1,8,22,52,0
N/A,N/A,0,1,8,22,45,0
N/A,N/A,0,1,8,22,111,0
N/A,N/A,0,1,8,27,90,0
N/A,N/A,0,1,8,22,87,0
N/A,N/A,0,1,8,22,53,0
N/A,N/A,0,1,8,22,40,0
N/A,N/A,0,1,8,1,30,1
N/A,N/A,0,1,8,3,37,0
N/A,N/A,0,1,8,3,33,0
N/A,N/A,0,1,8,22,29,0
N/A,N/A,0,1,8,1,45,1
N/A,N/A,0,1,8,22,82,0
N/A,N/A,0,1,8,22,58,0
N/A,N/A,0,1,8,22,35,0
N/A,N/A,0,1,8,27,61,0
N/A,N/A,0,1,8,20,32,1
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,38,51,0
N/A,N/A,0,1,8,24,84,0
N/A,N/A,0,1,8,24,47,0
N/A,N/A,0,1,8,16,62,0
N/A,N/A,0,1,8,2,57,1
N/A,N/A,0,1,8,22,41,0
N/A,N/A,0,1,8,14,37,0
N/A,N/A,0,1,8,22,50,0
N/A,N/A,0,1,8,22,27,0
N/A,N/A,0,1,8,22,61,0
N/A,N/A,0,1,8,22,86,0
N/A,N/A,0,1,8,22,36,0
N/A,N/A,0,1,8,27,64,0
N/A,N/A,0,1,8,22,184,0
N/A,N/A,0,1,8,22,160,0
N/A,N/A,0,1,8,22,60,0
N/A,N/A,0,1,8,27,163,0
N/A,N/A,0,1,8,16,39,0
N/A,N/A,0,1,8,38,36,0
N/A,N/A,0,1,8,2,48,0
N/A,N/A,0,1,8,22,43,0
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,3,45,1
N/A,N/A,0,1,8,1,38,1
N/A,N/A,0,1,8,24,84,0
N/A,N/A,0,1,8,24,47,0
N/A,N/A,0,1,8,14,44,0
N/A,N/A,0,1,8,1,36,1
N/A,N/A,0,1,8,24,55,0
N/A,N/A,0,1,8,22,45,0
N/A,N/A,0,1,8,22,53,0
N/A,N/A,0,1,8,12,66,1
N/A,N/A,0,1,8,4,45,0
N/A,N/A,0,1,8,2,32,1
N/A,N/A,0,1,8,24,54,1
N/A,N/A,0,1,8,26,39,0
N/A,N/A,0,1,8,27,178,0
N/A,N/A,0,1,8,24,131,1
N/A,N/A,0,1,8,38,80,0
N/A,N/A,0,1,8,22,167,0
N/A,N/A,0,1,8,38,218,0
N/A,N/A,0,1,8,22,93,0
N/A,N/A,0,1,8,22,55,0
N/A,N/A,0,1,8,22,48,0
N/A,N/A,0,1,8,27,96,0
N/A,N/A,0,1,8,22,120,0
N/A,N/A,0,1,8,27,132,0
N/A,N/A,0,1,8,38,79,0
N/A,N/A,0,1,8,2,146,1
N/A,N/A,0,1,8,2,147,0
N/A,N/A,0,1,8,20,28,1
N/A,N/A,0,1,8,20,26,1
N/A,N/A,0,1,8,1,33,1
N/A,N/A,0,1,8,38,54,0
N/A,N/A,0,1,8,38,34,0
N/A,N/A,0,1,8,22,13,1
N/A,N/A,0,1,8,27,15,0
N/A,N/A,0,1,8,30,54,1
N/A,N/A,0,1,8,22,29,0
N/A,N/A,0,1,8,2,55,0
N/A,N/A,0,1,8,3,37,0
N/A,N/A,0,1,8,1,36,0
N/A,N/A,0,1,8,1,34,1
N/A,N/A,0,1,8,22,31,0
N/A,N/A,0,1,8,22,73,0
N/A,N/A,0,1,8,26,35,1
N/A,N/A,0,1,8,22,49,0
N/A,N/A,0,1,8,27,52,0
N/A,N/A,0,1,8,16,41,0
N/A,N/A,0,1,8,22,47,0
N/A,N/A,0,1,8,27,147,0
N/A,N/A,0,1,8,27,80,0
N/A,N/A,0,1,8,27,132,0
N/A,N/A,0,1,8,27,49,0
N/A,N/A,0,1,8,27,117,0
N/A,N/A,0,1,8,27,73,0
N/A,N/A,0,1,8,27,177,0
N/A,N/A,0,1,8,24,51,0
N/A,N/A,0,1,8,16,38,0
N/A,N/A,0,1,8,16,37,0
N/A,N/A,0,1,8,22,115,0
N/A,N/A,0,1,8,22,53,0
N/A,N/A,0,1,8,22,88,0
N/A,N/A,0,1,8,27,91,0
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,14,40,0
N/A,N/A,0,1,8,38,40,0
N/A,N/A,0,1,8,16,49,0
N/A,N/A,0,1,8,22,44,0
N/A,N/A,0,1,8,22,109,0
N/A,N/A,0,1,8,27,102,0
N/A,N/A,0,1,8,22,127,0
N/A,N/A,0,1,8,9,85,0
N/A,N/A,0,1,8,22,54,0
N/A,N/A,0,1,8,22,99,0
N/A,N/A,0,1,8,22,60,0
N/A,N/A,0,1,8,27,63,0
N/A,N/A,0,1,8,22,31,0
N/A,N/A,0,1,8,22,48,0
N/A,N/A,0,1,8,14,44,0
N/A,N/A,0,1,8,4,31,1
N/A,N/A,0,1,8,22,183,0
N/A,N/A,0,1,8,27,148,0
N/A,N/A,0,1,8,22,47,0
N/A,N/A,0,1,8,9,72,0
N/A,N/A,0,1,8,22,162,0
N/A,N/A,0,1,8,9,111,0
N/A,N/A,0,1,8,22,145,0
N/A,N/A,0,1,8,9,42,0
N/A,N/A,0,1,8,22,77,0
N/A,N/A,0,1,8,27,80,0
N/A,N/A,0,1,8,26,54,1
N/A,N/A,0,1,8,1,34,1
N/A,N/A,0,1,8,1,30,1
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,24,52,0
N/A,N/A,0,1,8,3,110,1
N/A,N/A,0,1,8,27,96,0
N/A,N/A,0,1,8,22,55,0
N/A,N/A,0,1,8,22,93,0
N/A,N/A,0,1,8,22,48,0
N/A,N/A,0,1,8,22,125,0
N/A,N/A,0,1,8,14,24,0
N/A,N/A,0,1,8,22,37,0
N/A,N/A,0,1,8,38,42,1
N/A,N/A,0,1,8,12,36,1
N/A,N/A,0,1,8,27,100,0
N/A,N/A,0,1,8,27,63,0
N/A,N/A,0,1,8,2,31,1
N/A,N/A,0,1,8,38,33,0
N/A,N/A,0,1,8,27,32,0
N/A,N/A,0,1,8,12,44,1
N/A,N/A,0,1,8,4,131,1
N/A,N/A,0,1,8,38,85,0
N/A,N/A,0,1,8,14,37,0
N/A,N/A,0,1,8,3,32,1
N/A,N/A,0,1,8,4,31,1
N/A,N/A,0,1,8,12,45,1
N/A,N/A,0,1,8,24,50,0
N/A,N/A,0,1,8,22,40,0
N/A,N/A,0,1,8,16,42,0
N/A,N/A,0,1,8,9,37,0
N/A,N/A,0,1,8,14,37,0
N/A,N/A,0,1,8,22,61,0
N/A,N/A,0,1,8,24,50,0
N/A,N/A,0,1,8,22,40,0
N/A,N/A,0,1,8,27,211,0
N/A,N/A,0,1,8,22,180,0
N/A,N/A,0,1,8,1,45,1
N/A,N/A,0,1,8,24,64,0
N/A,N/A,0,1,8,3,123,1
N/A,N/A,0,1,8,3,100,0
N/A,N/A,0,1,8,38,75,0
N/A,N/A,0,1,8,11,63,1
N/A,N/A,0,1,8,22,44,0
N/A,N/A,0,1,8,27,34,0
N/A,N/A,0,1,8,22,28,1
N/A,N/A,0,1,8,25,48,1
N/A,N/A,0,1,8,14,32,0
N/A,N/A,0,1,8,14,31,0
N/A,N/A,0,1,8,4,35,1
N/A,N/A,0,1,8,4,26,1
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,38,79,0
N/A,N/A,0,1,8,12,44,1
N/A,N/A,0,1,8,22,27,0
N/A,N/A,0,1,8,1,52,1
N/A,N/A,0,1,8,38,81,0
N/A,N/A,0,1,8,38,83,0
N/A,N/A,0,1,8,22,126,0
N/A,N/A,0,1,8,15,59,0
N/A,N/A,0,1,8,26,64,0
N/A,N/A,0,1,8,15,82,0
N/A,N/A,0,1,8,26,87,0
N/A,N/A,0,1,8,30,34,1
N/A,N/A,0,1,8,2,35,0
N/A,N/A,0,1,8,16,79,0
N/A,N/A,0,1,8,16,49,0
N/A,N/A,0,1,8,2,42,1
N/A,N/A,0,1,8,38,74,0
N/A,N/A,0,1,8,16,85,0
N/A,N/A,0,1,8,16,64,0
N/A,N/A,0,1,8,26,29,1
N/A,N/A,0,1,8,27,46,0
N/A,N/A,0,1,8,22,40,0
N/A,N/A,0,1,8,22,61,0
N/A,N/A,0,1,8,24,50,0
N/A,N/A,0,1,8,27,156,0
N/A,N/A,0,1,8,27,118,0
N/A,N/A,0,1,8,9,30,0
N/A,N/A,0,1,8,27,64,0
N/A,N/A,0,1,8,9,56,0
N/A,N/A,0,1,8,9,88,0
N/A,N/A,0,1,8,3,29,0
N/A,N/A,0,1,8,3,33,0
N/A,N/A,0,1,8,30,41,0
N/A,N/A,0,1,8,4,38,1
N/A,N/A,0,1,8,2,42,0
N/A,N/A,0,1,8,1,29,1
N/A,N/A,0,1,8,4,40,1
N/A,N/A,0,1,8,22,36,0
N/A,N/A,0,1,8,25,29,1
N/A,N/A,0,1,8,5,132,1
N/A,N/A,0,1,8,22,61,0
N/A,N/A,0,1,8,27,189,0
N/A,N/A,0,1,8,4,51,0
N/A,N/A,0,1,8,14,28,0
N/A,N/A,0,1,8,14,70,0
N/A,N/A,0,1,8,38,82,0
N/A,N/A,0,1,8,1,28,1
N/A,N/A,0,1,8,24,56,0
N/A,N/A,0,1,8,38,88,0
N/A,N/A,0,1,8,38,45,0
N/A,N/A,0,1,8,20,27,1
N/A,N/A,0,1,8,22,61,0
N/A,N/A,0,1,8,27,136,0
N/A,N/A,0,1,8,22,54,0
N/A,N/A,0,1,8,22,79,1
N/A,N/A,0,1,8,1,40,1
N/A,N/A,0,1,8,22,94,0
N/A,N/A,0,1,8,22,35,0
N/A,N/A,0,1,8,22,105,0
N/A,N/A,0,1,8,22,81,0
N/A,N/A,0,1,8,22,125,0
N/A,N/A,0,1,8,22,53,0
N/A,N/A,0,1,8,27,97,0
N/A,N/A,0,1,8,22,58,0
N/A,N/A,0,1,8,11,57,1
N/A,N/A,0,1,8,11,43,1
N/A,N/A,0,1,8,22,56,0
N/A,N/A,0,1,8,27,59,0
N/A,N/A,0,1,8,22,30,0
